ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents
8578895,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.06261314912831525,0.02,2.96,1.77,5,0.5,51650.0,0.0,10,4
3310003,0.7798063891577929,51650.0,40277.0,[],50,1.3,0.1,10,10,0.1,0.07464492023918207,0.05,2.96,1.83,5,0.5,51650.0,0.0,10,4
2973422,0.7798063891577929,51650.0,40277.0,"[(<tree.AND object at 0x7f5742c01240>, 'I')]",50,1.3,0.1,10,11,0.1,0.08018223378551476,0.05,2.96,1.99,5,1.5,51650.0,0.0,10,4
1586968,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.09262679200206683,0.03,2.96,1.79,5,0.5,51650.0,0.0,10,4
5828985,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,12,0.1,0.07066547613509015,0.03,2.96,1.84,5,0.5,51650.0,0.0,10,4
3888585,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.07582595598764018,0.02,2.96,1.78,5,0.5,51650.0,0.0,10,4
3713442,0.7797870280735721,51650.0,40276.0,"[(<tree.AND object at 0x7f62eff5b430>, 'B')]",50,1.3,0.1,10,10,0.1,0.07230043946112749,0.05,2.96,1.88,5,1.5,51650.0,0.0,10,4
342607,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.07029608260526343,0.05,2.96,1.77,5,0.5,51650.0,0.0,10,4
8400460,0.7797676669893514,51650.0,40275.0,"[(<tree.AND object at 0x7f6433d7b2e0>, 'H')]",50,1.3,0.1,10,9,0.1,0.07811082156745004,0.03,2.96,1.63,5,1.5,51650.0,0.0,10,4
2977938,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.08342073960702479,0.01,2.96,1.81,5,0.5,51650.0,0.0,10,4
4218912,0.7797870280735721,51650.0,40276.0,"[(<tree.AND object at 0x7fc2b14509d0>, 'F')]",50,1.3,0.1,10,11,0.1,0.0659512564837555,0.06,2.96,1.78,5,1.5,51650.0,0.0,10,4
1521279,0.780612031895796,47906.0,37396.0,[],50,1.3,0.1,10,10,0.1,0.07566199023525752,0.04,2.96,1.8,5,0.5,47906.0,0.0,10,4
35640,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.07869927521760939,0.02,2.96,1.82,5,0.5,51650.0,0.0,10,4
4551774,0.7798063891577929,51650.0,40277.0,[],50,1.3,0.1,10,12,0.1,0.05745958044784468,0.05,2.96,2.01,5,1.5,51650.0,0.0,10,4
4215311,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.07307494007334381,0.02,2.96,1.78,5,0.5,51650.0,0.0,10,4
7747221,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,11,0.1,0.07871224859098105,0.06,2.96,1.8,5,0.5,51650.0,0.0,10,4
641396,0.7800634305347547,45404.0,35418.0,"[(<tree.AND object at 0x7fccd9159ea0>, 'J')]",50,1.3,0.1,10,10,0.1,0.09578314206338767,0.03,2.96,1.78,5,1.5,45404.0,0.0,10,4
3661252,0.7798063891577929,51650.0,40277.0,[],50,1.3,0.1,10,15,0.1,0.06407320214848579,0.18,2.96,2.0,5,1.0,51650.0,0.0,10,4
8025853,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.07585633826549232,0.02,2.96,1.79,5,0.5,51650.0,0.0,10,4
3566203,0.7798063891577929,51650.0,40277.0,[],50,1.3,0.1,10,10,0.1,0.0808569917592159,0.04,2.96,1.79,5,0.5,51650.0,0.0,10,4
8486445,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.08699451948893366,0.04,2.96,1.81,5,0.5,51650.0,0.0,10,4
7136029,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,0.061772778736933,0.05,2.96,1.78,5,0.5,51650.0,0.0,10,4
4491312,0.7797870280735721,51650.0,40276.0,[],50,1.3,0.1,10,10,0.1,1.0,0.03,2.96,1.74,5,0.5,51650.0,0.0,10,4
3963165,0.7797870280735721,51650.0,40276.0,"[(<tree.AND object at 0x7fa3e38f2350>, 'I')]",50,1.3,0.1,10,10,0.1,0.07927783136547935,0.03,2.96,1.78,5,1.5,51650.0,0.0,10,4
