ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs
8965726,0.6000453432483903,220540.0,132334.0,[],50,1.3,0.5,5,5,0.1,0.08262658776891807,0.03,3.1,0.85,0,0.5,0,220540.0,0.0,6,4,0.0,0.0,0.0,53940.00694868021
3551212,1.0,234730.0,234730.0,[],50,1.3,0.5,5,4,0.1,0.07875183331312871,0.02,3.1,0.65,0,0.5,0,234730.0,0.0,6,4,0.0,0.0,0.0,50329.560737359774
2294730,0.6000519480519481,192500.0,115510.0,[],50,1.3,0.5,5,5,0.1,1.0,0.02,2.86,0.96,0,0.5,0,192500.0,0.0,6,4,0.0,0.0,0.0,43464.7775722807
1049080,0.8000185353376211,269755.0,215809.0,[],50,1.3,0.5,5,5,0.1,0.0878078105251165,0.02,3.08,0.81,0,0.5,0,269755.0,0.0,6,4,0.0,0.0,0.0,87610.9550560573
7551384,0.7980877689831288,206565.0,164857.0,[],50,1.3,0.5,5,5,0.1,0.057618807829604796,0.02,2.98,0.92,0,0.5,0,206565.0,0.0,6,4,0.0,0.0,0.0,50149.83331594406
1223947,0.792605056315195,211577.0,167697.0,[],50,1.3,0.5,5,5,0.1,1.0,0.02,2.7,0.98,0,0.5,0,211577.0,0.0,6,4,0.0,0.0,0.0,15628.875292268604
6781797,0.8000201049478277,248695.0,198961.0,[],50,1.3,0.5,5,5,0.1,0.042114179768160113,0.03,3.04,0.9,0,0.5,0,248695.0,0.0,6,4,0.0,0.0,0.0,66702.39249154906
4765806,0.7949616038454774,204708.0,162735.0,[],50,1.3,0.5,5,5,0.1,0.06039191228434328,0.05,3.08,0.83,0,0.5,0,204708.0,0.0,6,4,0.0,0.0,0.0,17708.31420858883
9960240,0.5872256271047305,214398.0,125900.0,[],50,1.3,0.5,5,5,0.1,0.07858213272793925,0.02,3.02,0.88,0,0.5,0,214398.0,0.0,6,4,0.0,0.0,0.0,25081.969896146402
593379,1.0,257021.0,257021.0,[],50,1.3,0.5,5,5,0.1,0.09681423724358314,0.03,2.86,0.91,0,0.5,0,257021.0,0.0,6,4,0.0,0.0,0.0,102351.01640109191
8103940,1.0,229459.0,229459.0,[],50,1.3,0.5,5,5,0.1,0.09047765905609689,0.03,2.84,0.9,0,0.5,0,229459.0,0.0,6,4,0.0,0.0,0.0,73353.49968155452
3927575,0.7897258342087944,244633.0,193193.0,[],50,1.3,0.5,5,5,0.1,0.059727713233370415,0.01,3.0,0.86,0,0.5,0,244633.0,0.0,6,4,0.0,0.0,0.0,58642.011017610006
7582165,0.8000218240544729,229105.0,183289.0,[],50,1.3,0.5,5,5,0.1,0.07961605550903095,0.01,3.1,0.84,0,0.5,0,229105.0,0.0,6,4,0.0,0.0,0.0,50207.76527201648
1895318,0.6000433172337615,230855.0,138523.0,[],50,1.3,0.5,5,5,0.1,0.07578925831469985,0.01,2.9,0.91,0,0.5,0,230855.0,0.0,6,4,0.0,0.0,0.0,41992.659796847045
5996983,0.7908040509015726,218618.0,172884.0,[],50,1.3,0.5,5,5,0.1,0.07945657582470803,0.02,2.86,0.96,0,0.5,0,218618.0,0.0,6,4,0.0,0.0,0.0,59990.417241472285
772575,0.7955948633711757,247166.0,196644.0,[],50,1.3,0.5,5,5,0.1,0.06182075129683752,0.01,2.92,0.9,0,0.5,0,247166.0,0.0,6,4,0.0,0.0,0.0,50620.07149383695
8906049,1.0,218699.0,218699.0,[],50,1.3,0.5,5,5,0.1,0.07173713503959904,0.02,2.94,0.8,0,0.5,0,218699.0,0.0,6,4,0.0,0.0,0.0,64564.74400323096
4921154,1.0,226928.0,226928.0,[],50,1.3,0.5,5,5,0.1,0.06264747234104821,0.02,3.04,0.84,0,0.5,0,226928.0,0.0,6,4,0.0,0.0,0.0,19846.85297946869
