ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents
820707,1.000021990104453,90950.0,90952.0,[],50,1.3,0.1,10,10,0.1,0.08478424150078492,0.03,3.28,1.44,5,0.5,90950.0,0.0,10,3
5412035,1.000043980208906,90950.0,90954.0,[],50,1.3,0.1,10,10,0.1,0.09172202782405206,0.03,3.28,1.52,5,0.5,90950.0,0.0,10,3
5336345,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.07379589783614621,0.09,3.28,1.45,5,0.5,90950.0,0.0,10,3
6386344,1.000021990104453,90950.0,90952.0,[],50,1.3,0.1,10,10,0.1,0.08884672899087899,0.03,3.28,1.44,5,0.5,90950.0,0.0,10,3
840333,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.06781216998598771,0.03,3.28,1.41,5,0.5,90950.0,0.0,10,3
1445920,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.09489499821531493,0.07,3.28,1.43,5,0.5,90950.0,0.0,10,3
2179853,1.0,90950.0,90950.0,"[(<tree.SEQ object at 0x7f8f15a251e0>, 'J')]",50,1.3,0.1,10,13,0.1,0.07186972348961568,0.08,3.28,1.55,5,1.5,90950.0,0.0,10,3
8031014,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.0852702642813681,0.03,3.28,1.45,5,0.5,90950.0,0.0,10,3
9697233,0.9780538757559099,90950.0,88954.0,[],50,1.3,0.1,10,10,0.1,0.0916786941776815,0.03,3.28,1.43,5,0.5,90950.0,0.0,10,3
3268026,1.000021990104453,90950.0,90952.0,[],50,1.3,0.1,10,10,0.1,0.07028327876165472,0.03,3.28,1.44,5,0.5,90950.0,0.0,10,3
8800493,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.08744979316689812,0.03,3.28,1.43,5,0.5,90950.0,0.0,10,3
8753052,1.000021990104453,90950.0,90952.0,[],50,1.3,0.1,10,10,0.1,0.06549317131770302,0.03,3.28,1.42,5,0.5,90950.0,0.0,10,3
360777,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.09156110112338947,0.03,3.28,1.49,5,0.5,90950.0,0.0,10,3
424593,1.0,82950.0,82950.0,"[(<tree.AND object at 0x7f36085da860>, 'A')]",50,1.3,0.1,10,10,0.1,0.09078547607703631,0.04,3.28,1.44,5,1.5,82950.0,0.0,10,3
2135542,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.08394925129299706,0.03,3.28,1.44,5,0.5,90950.0,0.0,10,3
9089175,1.0,88220.0,88220.0,"[(<tree.AND object at 0x7fd6bf32f2e0>, 'G'), (<tree.AND object at 0x7fd6bf32f460>, 'E')]",50,1.3,0.1,10,10,0.1,0.06853160230100347,0.07,3.28,1.42,5,1.5,88220.0,0.0,10,3
1177948,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.08760470367664913,0.04,3.28,1.5,5,0.5,90950.0,0.0,10,3
8313430,1.0,57950.0,57950.0,[],50,1.3,0.1,10,10,0.1,0.06277812523184598,0.01,3.28,1.44,5,0.5,57950.0,0.0,10,3
570979,1.0,90950.0,90950.0,"[(<tree.AND object at 0x7fe65d17d960>, 'A')]",50,1.3,0.1,10,10,0.1,0.0840171920550549,0.02,3.28,1.45,5,1.5,90950.0,0.0,10,3
8974013,1.0,90950.0,90950.0,"[(<tree.AND object at 0x7fc90c65bac0>, 'H')]",50,1.3,0.1,10,10,0.1,0.07855196432825234,0.03,3.28,1.43,5,1.5,90950.0,0.0,10,3
3364726,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.08295832904377198,0.04,3.28,1.43,5,0.5,90950.0,0.0,10,3
4619387,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.07102750672797437,0.01,3.28,1.46,5,0.5,90950.0,0.0,10,3
9622111,1.000021990104453,90950.0,90952.0,[],50,1.3,0.1,10,10,0.1,0.08785013019908844,0.08,3.28,1.42,5,0.5,90950.0,0.0,10,3
4889667,1.000021990104453,90950.0,90952.0,[],50,1.3,0.1,10,13,0.1,0.06341575351869583,0.1,3.28,1.64,5,0.5,90950.0,0.0,10,3
6122752,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.06782523450478717,0.02,3.28,1.39,5,0.5,90950.0,0.0,10,3
8479589,1.000065970313359,90950.0,90956.0,"[(<tree.AND object at 0x7f7828064700>, 'E')]",50,1.3,0.1,10,10,0.1,0.07985314840916893,0.06,3.28,1.46,5,1.0,90950.0,0.0,10,3
422637,1.0,90950.0,90950.0,[],50,1.3,0.1,10,11,0.1,0.08548731591831421,0.06,3.28,1.41,5,0.5,90950.0,0.0,10,3
4361673,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.08735280593315646,0.04,3.28,1.46,5,0.5,90950.0,0.0,10,3
7560065,1.0,90950.0,90950.0,[],50,1.3,0.1,10,10,0.1,0.09823511433224791,0.04,3.28,1.58,5,0.5,90950.0,0.0,10,3
