ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs
1631244,0.6000886033890797,225725.0,135455.0,[],50,1.3,0.5,10,10,0.1,0.06790329519218605,0.03,2.62,2.33,0,0.5,0,225725.0,0.0,6,8,0.0,0.0,0.0,37700.91470826339
8906353,0.4001305937663242,229720.0,91918.0,[],50,1.3,0.5,10,10,0.1,0.08326418403481983,0.02,2.42,2.48,0,0.5,0,229720.0,0.0,6,8,0.0,0.0,0.0,32254.76251197607
1658340,0.600088284629646,226540.0,135944.0,[],50,1.3,0.5,10,10,0.1,0.07188063813075476,0.03,2.34,2.51,0,0.5,0,226540.0,0.0,6,8,0.0,0.0,0.0,65871.92921885841
4260970,0.6001345679407901,156055.0,93654.0,[],50,1.3,0.5,10,10,0.1,0.09805967295185572,0.02,2.54,2.21,0,0.5,0,156055.0,0.0,6,8,0.0,0.0,0.0,48640.22178302608
6378094,0.6000807004801678,247830.0,148718.0,[],50,1.3,0.5,10,10,0.1,0.06383999783735288,0.05,2.56,2.17,0,0.5,0,247830.0,0.0,10,8,0.0,0.0,0.0,25883.897439578
2643887,0.40011089958042995,270515.0,108236.0,[],50,1.3,0.5,10,10,0.1,0.07010155442913882,0.04,2.4,2.28,0,0.5,0,270515.0,0.0,10,8,0.0,0.0,0.0,26148.4295180351
5610696,0.4001142421934501,262600.0,105070.0,[],50,1.3,0.5,10,10,0.1,0.08664829443041219,0.06,2.64,2.34,0,0.5,0,262600.0,0.0,10,8,0.0,0.0,0.0,18113.761011350532
6739837,0.40011747890274707,255365.0,102176.0,[],50,1.3,0.5,10,10,0.1,0.08697543996846428,0.04,2.38,2.66,0,0.5,0,255365.0,0.0,10,8,0.0,0.0,0.0,16892.179007036986
483804,0.40012147962179345,246955.0,98812.0,[],50,1.3,0.5,10,10,0.1,0.07997099876372059,0.06,2.38,2.77,0,0.5,0,246955.0,0.0,15,8,0.0,0.0,0.0,37614.12869717965
4662682,0.4001405613081572,213430.0,85402.0,[],50,1.3,0.5,10,10,0.1,0.07966508585391295,0.07,2.48,2.44,0,0.5,0,213430.0,0.0,15,8,0.0,0.0,0.0,20524.750561287037
4448850,0.4001048639390391,286085.0,114464.0,[],50,1.3,0.5,10,10,0.1,0.07763518842841174,0.03,2.38,2.66,0,0.5,0,286085.0,0.0,15,8,0.0,0.0,0.0,36381.736261858176
7334771,0.4001041196682053,288130.0,115282.0,[],50,1.3,0.5,10,10,0.1,0.0798585547354249,0.06,2.42,2.5,0,0.5,0,288130.0,0.0,15,8,0.0,0.0,0.0,15767.598037264828
3695321,0.6000823594007373,254980.0,153009.0,[],50,1.3,0.5,10,10,0.1,0.0844002123160337,0.04,2.36,2.78,0,0.5,0,254980.0,0.0,20,8,0.0,0.0,0.0,24699.05603684867
3296814,0.40012122191692256,247480.0,99022.0,[],50,1.3,0.5,10,10,0.1,0.07070883114414112,0.04,2.38,2.69,0,0.5,0,247480.0,0.0,20,8,0.0,0.0,0.0,17354.535419819025
7825959,0.4001132182281347,264975.0,106020.0,[],50,1.3,0.5,10,10,0.1,0.07881479703528829,0.06,2.36,2.73,0,0.5,0,264975.0,0.0,20,8,0.0,0.0,0.0,9814.797367708612
7032922,0.40012267179162153,244555.0,97852.0,[],50,1.3,0.5,10,10,0.1,0.07456339233203291,0.05,2.46,2.54,0,0.5,0,244555.0,0.0,20,8,0.0,0.0,0.0,15056.482623720409
5694899,0.4001044968476784,287090.0,114866.0,[],50,1.3,0.5,10,10,0.1,0.07936747271837881,0.1,2.3,2.66,0,0.5,0,287090.0,0.0,25,8,0.0,0.0,0.0,12146.500285881813
5947342,0.4001205812013907,248795.0,99548.0,[],50,1.3,0.5,10,11,0.1,0.07537195650666541,0.1,2.44,2.46,0,0.5,0,248795.0,0.0,25,8,0.0,0.0,0.0,9759.249920535145
4117180,0.6000721039608017,305115.0,183091.0,[],50,1.3,0.5,10,14,0.1,0.07846228932032553,0.15,2.58,2.59,0,1.5,0,305115.0,0.0,25,8,0.0,0.0,0.0,17941.387741523915
6277747,0.40010834040555426,276905.0,110792.0,[],50,1.3,0.5,10,11,0.1,0.0787289903616196,0.05,2.3,2.77,0,0.5,0,276905.0,0.0,25,8,0.0,0.0,0.0,10570.614802050037
