ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents
7182958,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,0.06764323943912459,0.02,3.4,1.36,5,0.5,62226.0,0.0,10,2
4960968,1.0000160704528653,62226.0,62227.0,"[(<tree.SEQ object at 0x7f2c02ce2e90>, 'B')]",50,1.3,0.1,10,13,0.1,0.06945737805186145,0.1,3.4,1.52,5,1.5,62226.0,0.0,10,2
4220099,1.000048211358596,62226.0,62229.0,[],50,1.3,0.1,10,13,0.1,0.07270483221189165,0.08,3.4,1.36,5,0.5,62226.0,0.0,10,2
349712,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,0.07953320394765095,0.03,3.4,1.37,5,0.5,62226.0,0.0,10,2
531933,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,0.09333680334861352,0.03,3.4,1.4,5,0.5,62226.0,0.0,10,2
9822893,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,12,0.1,0.06760375066647384,0.05,3.4,1.41,5,0.5,62226.0,0.0,10,2
7068179,1.000048211358596,62226.0,62229.0,[],50,1.3,0.1,10,13,0.1,0.07505148763429895,0.06,3.4,1.5,5,1.5,62226.0,0.0,10,2
3251722,0.9610452222543632,62226.0,59802.0,[],50,1.3,0.1,10,12,0.1,0.08486628836011617,0.06,3.4,1.37,5,0.5,62226.0,0.0,10,2
1231715,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,11,0.1,0.085295939680713,0.06,3.4,1.35,5,0.5,62226.0,0.0,10,2
2277699,0.7829685340532896,62226.0,48721.0,"[(<tree.AND object at 0x7fe86be88610>, 'H')]",50,1.3,0.1,10,11,0.1,0.07161352157251501,0.05,3.4,1.57,5,1.5,62226.0,0.0,10,2
6231229,1.000080352264327,62226.0,62231.0,[],50,1.3,0.1,10,10,0.1,0.05959922729900425,0.03,3.4,1.39,5,0.5,62226.0,0.0,10,2
9645458,0.980538681580047,62226.0,61015.0,[],50,1.3,0.1,10,10,0.1,0.058125919511170694,0.03,3.4,1.38,5,0.5,62226.0,0.0,10,2
801822,1.034112614765128,62226.0,64348.69156637486,"[(<tree.AND object at 0x7f6bbef62620>, 'D'), (<tree.AND object at 0x7f6bbef62f80>, 'G')]",50,1.3,0.1,10,10,0.1,0.08763991373265169,0.05,3.4,1.44,5,1.5,62226.0,0.0,10,2
5839234,1.0283684720110378,62226.0,63991.25653935883,"[(<tree.AND object at 0x7f8b0532cd60>, 'G'), (<tree.SEQ object at 0x7f8b0532c5e0>, 'J')]",50,1.3,0.1,10,24,0.1,0.05773763609732224,0.13,3.4,1.54,5,1.5,62226.0,0.0,10,2
2511359,0.9144569793976794,62226.0,56903.0,[],50,1.3,0.1,10,10,0.1,0.0753502741987929,0.04,3.4,1.37,5,0.5,62226.0,0.0,10,2
8967523,0.9785298749718767,62226.0,60890.0,[],50,1.3,0.1,10,10,0.1,0.08221975434537432,0.04,3.4,1.38,5,0.5,62226.0,0.0,10,2
9796578,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,16,0.1,0.08545350480503455,0.07,3.4,1.51,5,1.5,62226.0,0.0,10,2
8169126,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.08567396880105607,0.04,3.4,1.42,5,1.5,62226.0,0.0,10,2
7121974,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,11,0.1,0.0915678110866023,0.04,3.4,1.5,5,1.5,62226.0,0.0,10,2
2249712,0.9727605823932118,62226.0,60531.0,[],50,1.3,0.1,10,10,0.1,0.08308134917299645,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
2123492,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,11,0.1,0.08336812497192109,0.03,3.4,1.39,5,0.5,62226.0,0.0,10,2
4647756,1.000080352264327,62226.0,62231.0,"[(<tree.AND object at 0x7ff56ae3e530>, 'G')]",50,1.3,0.1,10,11,0.1,0.05668251655149294,0.06,3.4,1.41,5,1.0,62226.0,0.0,10,2
9529909,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,14,0.1,0.06431945795198982,0.05,3.4,1.38,5,0.5,62226.0,0.0,10,2
5848263,0.9014399125767364,62226.0,56093.0,[],50,1.3,0.1,10,11,0.1,0.05619743577116244,0.04,3.4,1.41,5,0.5,62226.0,0.0,10,2
5878947,0.9745701287108872,62226.0,60643.60082916367,"[(<tree.AND object at 0x7fa693622290>, 'J')]",50,1.3,0.1,10,10,0.1,0.07262250361497918,0.03,3.4,1.38,5,1.0,62226.0,0.0,10,2
318797,0.9888149648057082,62226.0,61530.0,[],50,1.3,0.1,10,10,0.1,0.08922253589291203,0.03,3.4,1.38,5,0.5,62226.0,0.0,10,2
8990470,1.0001446340757882,62226.0,62235.0,[],50,1.3,0.1,10,10,0.1,0.08669211219195809,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
4125093,1.0000642818114613,62226.0,62230.0,"[(<tree.AND object at 0x7fed61a03880>, 'D')]",50,1.3,0.1,10,10,0.1,0.08997182001970416,0.03,3.4,1.38,5,1.5,62226.0,0.0,10,2
3544758,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.0804687401655416,0.03,3.4,1.39,5,0.5,62226.0,0.0,10,2
11854,0.9130749204512583,62226.0,56817.0,[],50,1.3,0.1,10,10,0.1,0.07187749349972831,0.02,3.4,1.41,5,0.5,62226.0,0.0,10,2
181957,1.0001446340757882,62226.0,62235.0,[],50,1.3,0.1,10,10,0.1,0.0830539800429222,0.02,3.4,1.38,5,0.5,62226.0,0.0,10,2
7328333,1.000080352264327,62226.0,62231.0,[],50,1.3,0.1,10,11,0.1,0.08977240665294524,0.05,3.4,1.42,5,0.5,62226.0,0.0,10,2
1646373,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,11,0.1,0.069824650535751,0.04,3.4,1.41,5,0.5,62226.0,0.0,10,2
2807806,0.9566740590749847,62226.0,59530.0,[],50,1.3,0.1,10,10,0.1,0.0804962192569137,0.03,3.4,1.61,5,0.5,62226.0,0.0,10,2
8745972,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.07575330674826394,0.02,3.4,1.4,5,0.5,62226.0,0.0,10,2
1520126,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.055579580403646724,0.02,3.4,1.62,5,0.5,62226.0,0.0,10,2
1206623,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,0.08116130469052041,0.03,3.4,1.39,5,0.5,62226.0,0.0,10,2
2521825,1.009181797371755,62226.0,62797.346523254826,"[(<tree.AND object at 0x7f7b79df9e70>, 'J')]",50,1.3,0.1,10,10,0.1,0.08964310421596952,0.05,3.4,1.42,5,1.5,62226.0,0.0,10,2
8843604,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,0.06423266086467719,0.02,3.4,1.35,5,0.5,62226.0,0.0,10,2
3457740,0.8833285121974738,62226.0,54966.0,[],50,1.3,0.1,10,10,0.1,0.07586245549359869,0.04,3.4,1.38,5,0.5,62226.0,0.0,10,2
8793203,1.0001124931700576,62226.0,62233.0,[],50,1.3,0.1,10,10,0.1,0.07133362493379979,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
4280292,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.09766259650235097,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
5474539,0.7829524636004243,62226.0,48720.0,"[(<tree.AND object at 0x7fdf387ec7c0>, 'I')]",50,1.3,0.1,10,13,0.1,0.06145062623145679,0.1,3.4,1.4,5,1.0,62226.0,0.0,10,2
1914135,0.9931379166264905,62226.0,61799.0,"[(<tree.AND object at 0x7fd80e49a0e0>, 'I'), (<tree.AND object at 0x7fd80e499840>, 'D')]",50,1.3,0.1,10,10,0.1,0.0956674592429276,0.03,3.4,1.37,5,1.5,62226.0,0.0,10,2
1445261,1.0245209355791247,62226.0,63751.839737346614,"[(<tree.SEQ object at 0x7fdbbb8cdc30>, 'H')]",50,1.3,0.1,10,17,0.1,0.06950173875425175,0.07,3.4,1.65,5,2.5,62226.0,0.0,10,2
580356,0.7829524636004243,62226.0,48720.0,"[(<tree.AND object at 0x7f8aa219f8b0>, 'J')]",50,1.3,0.1,10,10,0.1,0.08745052786050647,0.03,3.4,1.38,5,1.0,62226.0,0.0,10,2
7206304,0.9805065406743162,62226.0,61013.0,[],50,1.3,0.1,10,10,0.1,0.07514042893361036,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
9559134,1.000128563622923,62226.0,62234.0,[],50,1.3,0.1,10,19,0.1,0.058172042093464674,0.22,3.4,1.64,5,2.5,62226.0,0.0,10,2
1989189,1.000080352264327,62226.0,62231.0,[],50,1.3,0.1,10,10,0.1,0.061428309259452654,0.02,3.4,1.38,5,0.5,62226.0,0.0,10,2
5223948,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,1.0,0.04,3.4,1.38,5,0.5,62226.0,0.0,10,2
4914217,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,10,0.1,0.06256269583075152,0.02,3.4,1.38,5,0.5,62226.0,0.0,10,2
4736435,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,1.0,0.04,3.4,1.38,5,0.5,62226.0,0.0,10,2
9677440,0.996625204898274,62226.0,62016.0,[],50,1.3,0.1,10,10,0.1,0.07248219654909305,0.02,3.4,1.4,5,0.5,62226.0,0.0,10,2
889527,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,10,0.1,0.08241656836657328,0.02,3.4,1.38,5,0.5,62226.0,0.0,10,2
1277314,0.9773245910069746,62226.0,60815.0,[],50,1.3,0.1,10,10,0.1,0.07783836172041099,0.04,3.4,1.39,5,0.5,62226.0,0.0,10,2
2912357,0.7850811739700628,44226.0,34721.0,"[(<tree.SEQ object at 0x7f11e9c497b0>, 'J')]",50,1.3,0.1,10,12,0.1,0.06911507367583662,0.04,3.4,1.59,5,1.5,44226.0,0.0,10,2
5177905,0.9374036093425667,62226.0,58330.87699495056,"[(<tree.SEQ object at 0x7f25ed997e80>, 'D')]",50,1.3,0.1,10,16,0.1,0.07558576687508979,0.06,3.4,1.52,5,1.5,62226.0,0.0,10,2
8431591,1.0000160704528653,62226.0,62227.0,[],50,1.3,0.1,10,13,0.1,0.06978798685995924,0.16,3.4,1.82,5,2.5,62226.0,0.0,10,2
1932389,1.0086865867071149,62226.0,62766.531544436926,[],50,1.3,0.1,10,12,0.1,0.07149151559493172,0.08,3.4,1.5,5,1.5,62226.0,0.0,10,2
3633763,0.9717802847684248,62226.0,60470.0,[],50,1.3,0.1,10,9,0.1,0.07850223230668169,0.03,3.4,1.26,5,0.5,62226.0,0.0,10,2
9996927,0.7850585628363406,44226.0,34720.0,[],50,1.3,0.1,10,10,0.1,0.07739706559107021,0.01,3.4,1.37,5,0.5,44226.0,0.0,10,2
22867,0.7829524636004243,62226.0,48720.0,"[(<tree.AND object at 0x7fae439bc400>, 'H')]",50,1.3,0.1,10,10,0.1,0.07835805004788066,0.03,3.4,1.42,5,1.5,62226.0,0.0,10,2
8596012,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,10,0.1,0.08466522430746487,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
6265938,0.9840098993989651,62226.0,61231.0,[],50,1.3,0.1,10,10,0.1,0.06868332778768656,0.02,3.4,1.41,5,0.5,62226.0,0.0,10,2
5121511,1.000048211358596,62226.0,62229.0,[],50,1.3,0.1,10,10,0.1,0.06704490997962509,0.04,3.4,1.37,5,0.5,62226.0,0.0,10,2
4400286,0.7829685340532896,62226.0,48721.0,"[(<tree.SEQ object at 0x7fd364c56fe0>, 'J')]",50,1.3,0.1,10,13,0.1,0.07099849080386199,0.03,3.4,1.53,5,1.5,62226.0,0.0,10,2
1333185,1.000080352264327,62226.0,62231.0,[],50,1.3,0.1,10,11,0.1,0.07746468042299655,0.02,3.4,1.41,5,0.5,62226.0,0.0,10,2
2987057,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.07773244070162093,0.02,3.4,1.39,5,0.5,62226.0,0.0,10,2
3323165,0.9880114421624402,62226.0,61480.0,[],50,1.3,0.1,10,10,0.1,0.0794008035314143,0.02,3.4,1.44,5,0.5,62226.0,0.0,10,2
4844387,1.007348245415334,62226.0,62683.25191921457,"[(<tree.AND object at 0x7f9b7f8ba770>, 'G')]",50,1.3,0.1,10,14,0.1,0.06171253904698311,0.08,3.4,1.64,5,2.5,62226.0,0.0,10,2
5582195,0.9840098993989651,62226.0,61231.0,[],50,1.3,0.1,10,10,0.1,0.08264239946486733,0.03,3.4,1.4,5,0.5,62226.0,0.0,10,2
9587132,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.07608240232222924,0.04,3.4,1.37,5,0.5,62226.0,0.0,10,2
2657807,0.7821621621621622,55500.0,43410.0,"[(<tree.AND object at 0x7fac2850d150>, 'J')]",50,1.3,0.1,10,10,0.1,0.07067703614604459,0.06,3.4,1.36,5,1.5,55500.0,0.0,10,2
4374592,1.0001113065158835,44921.0,44926.0,"[(<tree.AND object at 0x7f57722267a0>, 'J'), (<tree.AND object at 0x7f57722269e0>, 'J')]",50,1.3,0.1,10,11,0.1,0.0679463873102666,0.06,3.4,1.37,5,1.5,44921.0,0.0,10,2
488875,1.0000964227171922,62226.0,62232.0,"[(<tree.SEQ object at 0x7faed8ec3910>, 'J')]",50,1.3,0.1,10,17,0.1,0.08473583952050487,0.11,3.4,1.57,5,1.5,62226.0,0.0,10,2
3119199,0.9785298749718767,62226.0,60890.0,[],50,1.3,0.1,10,10,0.1,0.05487167983414898,0.03,3.4,1.53,5,0.5,62226.0,0.0,10,2
9968415,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,11,0.1,0.08044751013477067,0.04,3.4,1.4,5,0.5,62226.0,0.0,10,2
642531,1.0156202933151988,62226.0,63197.988371831554,[],50,1.3,0.1,10,19,0.1,0.07021044953498501,0.15,3.4,1.92,5,2.5,62226.0,0.0,10,2
9357452,1.0077197956372648,62226.0,62706.37200332443,"[(<tree.AND object at 0x7f8c203c17e0>, 'I')]",50,1.3,0.1,10,10,0.1,0.08006852655652279,0.02,3.4,1.39,5,1.5,62226.0,0.0,10,2
5521286,1.0000964227171922,62226.0,62232.0,[],50,1.3,0.1,10,11,0.1,0.06583968069133347,0.05,3.4,1.5,5,1.5,62226.0,0.0,10,2
8296546,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,10,0.1,0.06984880972838921,0.02,3.4,1.4,5,0.5,62226.0,0.0,10,2
3536770,1.0000642818114613,62226.0,62230.0,[],50,1.3,0.1,10,10,0.1,0.08314420799663545,0.02,3.4,1.6,5,0.5,62226.0,0.0,10,2
6678268,0.9794313472382634,58876.0,57665.0,[],50,1.3,0.1,10,10,0.1,0.08705657789130411,0.02,3.4,1.4,5,0.5,58876.0,0.0,10,2
2896472,1.0356121235496416,62226.0,64442.0,"[(<tree.AND object at 0x7ffb1f931990>, 'J')]",50,1.3,0.1,10,10,0.1,0.07867975127802604,0.03,3.4,1.36,5,1.5,62226.0,0.0,10,2
7229923,1.0000334470533145,59796.0,59798.0,[],50,1.3,0.1,10,10,0.1,0.0786847069577358,0.03,3.4,1.51,5,0.5,59796.0,0.0,10,2
65536,1.0001124931700576,62226.0,62233.0,[],50,1.3,0.1,10,10,0.1,0.08777525326720732,0.02,3.4,1.35,5,0.5,62226.0,0.0,10,2
2909355,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,11,0.1,0.07502509104505839,0.09,3.4,1.38,5,0.5,62226.0,0.0,10,2
3928335,1.0000160704528653,62226.0,62227.0,"[(<tree.SEQ object at 0x7fa2a72209a0>, 'G')]",50,1.3,0.1,10,10,0.1,0.08188053386771675,0.03,3.4,1.36,5,1.5,62226.0,0.0,10,2
5834522,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.07654754439851391,0.05,3.4,1.39,5,0.5,62226.0,0.0,10,2
2627171,0.7829524636004243,62226.0,48720.0,[],50,1.3,0.1,10,10,0.1,0.07172504601568988,0.06,3.4,1.39,5,0.5,62226.0,0.0,10,2
7111971,1.0000321409057307,62226.0,62228.0,"[(<tree.SEQ object at 0x7f03098aa5f0>, 'J')]",50,1.3,0.1,10,11,0.1,0.07193236254246083,0.04,3.4,1.51,5,1.5,62226.0,0.0,10,2
9784948,1.000080352264327,62226.0,62231.0,[],50,1.3,0.1,10,10,0.1,0.06065787446323644,0.02,3.4,1.36,5,0.5,62226.0,0.0,10,2
2899122,1.0000321409057307,62226.0,62228.0,[],50,1.3,0.1,10,26,0.1,0.054292980981348174,0.26,3.4,1.99,5,2.5,62226.0,0.0,10,2
677910,1.000048211358596,62226.0,62229.0,[],50,1.3,0.1,10,11,0.1,0.06384350180985748,0.04,3.4,1.37,5,0.5,62226.0,0.0,10,2
6477738,0.9418249606273905,62226.0,58606.0,[],50,1.3,0.1,10,10,0.1,0.07277135072050957,0.02,3.4,1.38,5,0.5,62226.0,0.0,10,2
5098611,1.0001124931700576,62226.0,62233.0,[],50,1.3,0.1,10,10,0.1,0.08589594608581695,0.02,3.4,1.38,5,0.5,62226.0,0.0,10,2
1494945,1.0050183404921447,62226.0,62538.27125546419,[],50,1.3,0.1,10,18,0.1,0.08170458210902634,0.18,3.4,1.77,5,2.5,62226.0,0.0,10,2
9762002,1.0000574426530846,52226.0,52229.0,[],50,1.3,0.1,10,10,0.1,0.08535723744832874,0.02,3.4,1.38,5,0.5,52226.0,0.0,10,2
8376406,1.0000964227171922,62226.0,62232.0,[],50,1.3,0.1,10,10,0.1,0.07020797627668227,0.02,3.4,1.37,5,0.5,62226.0,0.0,10,2
5367837,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.08993403880856406,0.03,4.1,1.21,5,0.5,56468.0,0.0,10,2
3455051,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.08947873494631091,0.02,4.1,1.25,5,0.5,56468.0,0.0,10,2
4860314,1.0,56468.0,56468.0,[],50,1.3,0.2,10,11,0.1,0.08528099897073585,0.03,4.1,1.21,5,0.5,56468.0,0.0,10,2
7625416,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.08977284055160611,0.02,4.1,1.23,5,0.5,56468.0,0.0,10,2
4922924,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.0707322968451569,0.06,4.1,1.24,5,0.5,56468.0,0.0,10,2
2945291,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.06435757748610366,0.02,4.1,1.2,5,0.5,56468.0,0.0,10,2
7185619,1.0,56468.0,56468.0,"[(<tree.AND object at 0x7fe78f89b4c0>, 'J')]",50,1.3,0.2,10,10,0.1,0.07163572081880175,0.05,4.1,1.23,5,1.5,56468.0,0.0,10,2
9888165,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.07352035421912494,0.01,4.1,1.27,5,0.5,56468.0,0.0,10,2
7279837,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.08988162561081992,0.03,4.1,1.22,5,0.5,56468.0,0.0,10,2
2410648,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.06103026750577432,0.02,4.1,1.23,5,0.5,56468.0,0.0,10,2
8978838,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.07815111912387929,0.03,4.1,1.23,5,0.5,56468.0,0.0,10,2
3756221,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.0889081468735002,0.02,4.1,1.22,5,0.5,56468.0,0.0,10,2
8455955,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.069069583957054,0.03,4.1,1.23,5,0.5,56468.0,0.0,10,2
2747238,1.0,56468.0,56468.0,"[(<tree.AND object at 0x7f2127a84910>, 'F')]",50,1.3,0.2,10,10,0.1,0.05245041631233237,0.03,4.1,1.25,5,1.0,56468.0,0.0,10,2
3714052,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.07298432500642066,0.06,4.1,1.23,5,0.5,56468.0,0.0,10,2
4499804,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.08620359697018028,0.02,4.1,1.21,5,0.5,56468.0,0.0,10,2
6269132,1.0,56468.0,56468.0,[],50,1.3,0.2,10,10,0.1,0.06759728941640507,0.04,4.1,1.22,5,0.5,56468.0,0.0,10,2
