ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs,TransmissionRatioINEv,TransmissionRatioCentral
2050569,1.0,370661.0,370661.0,[],50,0.7,0.5,10,10,0.1,0.0731720463396974,0.05,2.84,1.86,0,0.5,0,370661.0,0.0,10,4,0.0,0.0,0.0,136932.55439096445,0.3694280066987475,0.3694280066987475
7989736,0.6000668907506814,298995.0,179417.0,[],50,0.7,0.5,10,10,0.1,0.0852618255477765,0.06,2.98,1.77,0,0.5,0,298995.0,0.0,10,4,0.0,0.0,0.0,70015.91603484305,0.3902412593836874,0.2341708591609995
9240902,1.0,354212.0,354212.0,[],50,0.7,0.5,10,10,0.1,0.0775260681721924,0.06,3.06,1.61,0,0.5,0,354212.0,0.0,10,4,0.0,0.0,0.0,94870.44159681976,0.26783519925022237,0.26783519925022237
939275,0.9622825574344808,371075.0,357079.0,[],50,0.7,0.5,10,10,0.1,0.0753374592243302,0.03,2.78,1.9,0,0.5,0,371075.0,0.0,10,4,0.0,0.0,0.0,174172.14859692694,0.4877692292095781,0.46937182132163835
2047163,0.8000331709964869,331615.0,265303.0,[],50,0.7,0.5,10,10,0.1,0.0783102103215477,0.04,3.0,1.68,0,0.5,0,331615.0,0.0,10,4,,,,66559.46274658958,,
7904795,0.6000534673581779,374060.0,224456.0,[],50,0.7,0.5,10,10,0.1,0.0691829973834902,0.05,2.78,1.95,0,0.5,0,374060.0,0.0,10,4,,,,77404.60307097882,,
2607204,0.7953275911292104,371286.0,295294.0,[],50,0.7,0.5,10,10,0.1,0.08120664145229928,0.05,2.9,1.76,0,0.5,0,371286.0,0.0,10,4,,,,29619.97577746929,,
3335922,0.7955727741047992,356205.0,283387.0,[],50,0.7,0.5,10,10,0.1,0.07797771633006698,0.05,2.86,1.81,0,0.5,0,356205.0,0.0,10,4,,,,66430.93517668318,,
6904196,0.6000677678949597,295125.0,177095.0,[],50,0.7,0.5,10,10,0.1,0.05744477632771248,0.04,2.86,1.98,0,0.5,0,295125.0,0.0,10,4,,,,24988.375907407906,,
8859999,0.6000497042596551,402380.0,241448.0,[],50,0.7,0.5,10,10,0.1,0.07631069725744288,0.06,2.86,1.86,0,0.5,0,402380.0,0.0,10,4,,,,48800.064219360895,,
5039054,1.0,344970.0,344970.0,[],50,0.7,0.5,10,10,0.1,0.08063906153423372,0.02,2.82,1.85,0,0.5,0,344970.0,0.0,10,4,,,,115404.11072513013,,
8667070,0.7958638952523066,333067.0,265076.0,[],50,0.7,0.5,10,10,0.1,0.06693570407142334,0.03,2.92,1.75,0,0.5,0,333067.0,0.0,10,4,,,,79770.26842532301,,
821272,0.8000251559669954,397520.0,318026.0,[],50,0.7,0.5,10,10,0.1,0.09004021942303353,0.03,2.84,1.85,0,0.5,0,397520.0,0.0,10,4,,,,62440.72582806474,,
1073904,1.0,377627.0,377627.0,[],50,0.7,0.5,10,10,0.1,0.08705698488975891,0.05,2.7,1.9,0,0.5,0,377627.0,0.0,10,4,,,,130403.34964257269,,
8858727,1.0,337552.0,337552.0,[],50,0.7,0.5,10,10,0.1,0.08722952236373226,0.03,2.96,1.7,0,0.5,0,337552.0,0.0,10,4,,,,98051.09653037158,,
1937816,0.8000340164980015,293975.0,235190.0,[],50,0.7,0.5,10,10,0.1,0.07477582616497089,0.02,3.14,1.69,0,0.5,0,293975.0,0.0,10,4,,,,63541.92128084524,,
4680046,1.0,371947.0,371947.0,[],50,0.7,0.5,10,10,0.1,0.07390750915961734,0.08,3.06,1.69,0,0.5,0,371947.0,0.0,10,4,,,,135805.35972317331,,
258630,0.7911776250971584,384681.0,304351.0,[],50,0.7,0.5,10,10,0.1,0.08725859995808159,0.04,3.08,1.78,0,0.5,0,384681.0,0.0,10,4,,,,91394.99092515605,,
8521120,1.0,348322.0,348322.0,[],50,0.7,0.5,10,10,0.1,0.08232942889338475,0.04,3.14,1.69,0,0.5,0,348322.0,0.0,10,4,,,,127731.76378400784,,
2956241,1.0,319689.0,319689.0,[],50,0.7,0.5,10,10,0.1,0.07920218505877409,0.05,3.1,1.64,0,0.5,0,319689.0,0.0,10,4,,,,116835.47547724849,,
2383153,0.7946939305886939,361699.0,287440.0,[],50,0.7,0.5,10,10,0.1,0.06966293836154902,0.04,3.0,1.93,0,0.5,0,361699.0,0.0,10,4,,,,86028.73170893155,,
779506,0.7960180739163386,381323.0,303540.0,[],50,0.7,0.5,10,10,0.1,0.07797549838956083,0.04,2.94,1.91,0,0.5,0,381323.0,0.0,10,4,,,,82580.12172074252,,
6249874,0.6000604540096122,330830.0,198518.0,[],50,0.7,0.5,10,10,0.1,0.09446827356329918,0.04,2.82,1.94,0,0.5,0,330830.0,0.0,10,4,,,,57038.3629280809,,
