ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,TransmissionRatioOperatorPlacement,TransmissionRatioCentral,PushPullTime,MaxPushPullLatency
5354764,0.7785166240409207,66470.0,51748.0,[],50,1.3,0.1,10,10,0.1,0.088189886572985,0.02,2.86,1.87,5,0.5,66470.0,0.0,10,5,25452.51500638046,0.4918550476613678,0.38291733122281424,0.08594083786010742,13
1073126,0.8001504438092373,66470.0,53186.0,"[(<tree.AND object at 0x7f9565f5faf0>, 'I')]",50,1.3,0.1,10,10,0.1,0.08063864645655355,0.03,2.86,1.84,5,1.5,66470.0,0.0,10,5,26287.399951322084,0.4942541261106698,0.39547765836199916,4.641222953796387,13
2160743,0.800165488190161,66470.0,53187.0,[],50,1.3,0.1,10,10,0.1,0.0741925375762821,0.02,2.86,1.84,5,0.5,66470.0,0.0,10,5,26476.373059756734,0.4977978276600811,0.3983206417896304,5.247274875640869,13
8196637,0.8001504438092373,66470.0,53186.0,[],50,1.3,0.1,10,10,0.1,0.08616049259024217,0.02,2.86,1.87,5,0.5,66470.0,0.0,10,5,13217.50876215578,0.24851481145707102,0.1988492366805443,3.4939465522766113,13
3945657,0.8002256657138559,66470.0,53191.0,[],50,1.3,0.1,10,19,0.1,0.06787721507182246,0.14,2.86,2.25,5,1.5,66470.0,0.0,10,5,,,,,
4897982,0.8001805325710847,66470.0,53188.0,[],50,1.3,0.1,10,10,0.1,0.06851942980741145,0.04,2.86,1.88,5,0.5,66470.0,0.0,10,5,31367.77229854891,0.5897528069968585,0.47190871518803834,12.446962356567383,13
3486435,0.8002106213329322,66470.0,53190.0,[],50,1.3,0.1,10,10,0.1,0.08909151949485294,0.03,2.86,1.88,5,0.5,66470.0,0.0,10,5,11023.764469468788,0.20725257509811595,0.16584571189211356,12.054610252380371,13
253106,0.8002479192491588,56470.0,45190.0,[],50,1.3,0.1,10,10,0.1,0.0783521167805013,0.05,2.86,1.84,5,0.5,56470.0,0.0,10,5,19126.149961488158,0.4232385474991847,0.33869576698225884,7.041185140609741,13
8194921,0.8001805325710847,66470.0,53188.0,[],50,1.3,0.1,10,10,0.1,0.09131963631016303,0.02,2.86,1.86,5,0.5,66470.0,0.0,10,5,28335.741046518626,0.5327468798698697,0.42629368205985596,2.012197971343994,13
6488829,0.800165488190161,66470.0,53187.0,[],50,1.3,0.1,10,10,0.1,0.07477328842231669,0.02,2.86,1.86,5,0.5,66470.0,0.0,10,5,16850.705932573306,0.31682001114131847,0.2535084388833053,13.039259433746338,13
519861,0.8002106213329322,66470.0,53190.0,[],50,1.3,0.1,10,11,0.1,0.07687224115655204,0.1,2.86,1.91,5,0.5,66470.0,0.0,10,5,10385.498745542782,0.19525284349582217,0.15624339921081362,14.679318904876709,13
7903236,0.8001805325710847,66470.0,53188.0,[],50,1.3,0.1,10,11,0.1,0.05897443223917349,0.05,2.86,2.05,5,1.5,66470.0,0.0,10,5,19636.72120819622,0.36919457787839777,0.29542231394909313,6.3565590381622314,13
3153126,0.8001805325710847,66470.0,53188.0,[],50,1.3,0.1,10,10,0.1,0.06332603462736552,0.02,2.86,1.83,5,0.5,66470.0,0.0,10,5,22644.953422539013,0.42575305374405903,0.34067930528868684,5.473605155944824,13
887920,0.8001805325710847,66470.0,53188.0,[],50,1.3,0.1,10,10,0.1,0.07901280494169036,0.03,2.86,1.83,5,0.5,66470.0,0.0,10,5,11430.084867859507,0.2148996929356153,0.17195855074258323,12.770670652389526,13
6312515,0.7840529562208515,66470.0,52116.0,"[(<tree.AND object at 0x7f8ff9e8e9e0>, 'H')]",50,1.3,0.1,10,10,0.1,0.08640010399684134,0.02,2.86,1.84,5,1.5,66470.0,0.0,10,5,23691.850117441027,0.4545983981395546,0.35642921795458143,4.807085037231445,13
