ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs
30079,0.6001785053442759,229685.0,137852.0,[],50,1.3,0.5,20,20,0.1,0.09405935434228374,0.1,2.82,3.86,0,0.5,0,229685.0,0.0,6,6,0.0,0.0,0.0,46796.17251407189
2721197,0.40028806792338406,197870.0,79205.0,[],50,1.3,0.5,20,19,0.1,0.09065353458116254,0.08,2.48,4.16,0,0.5,0,197870.0,0.0,6,6,0.0,0.0,0.0,24354.294565681354
9275803,0.40022623985393635,251945.0,100835.0,[],50,1.3,0.5,20,19,0.1,0.08324791212871717,0.11,2.5,4.48,0,0.5,0,251945.0,0.0,6,6,0.0,0.0,0.0,32893.802655900494
7625439,0.6001547042299393,245630.0,147416.0,[],50,1.3,0.5,20,19,0.1,0.06568209804229178,0.23,2.58,4.33,0,0.5,0,245630.0,0.0,6,6,0.0,0.0,0.0,41281.50863800345
8478654,0.40021653223623666,277095.0,110898.0,[],50,1.3,0.5,20,20,0.1,0.09453620432941298,0.08,2.54,4.28,0,0.5,0,277095.0,0.0,10,6,0.0,0.0,0.0,35549.567999210645
7780595,0.6001397624039133,286200.0,171760.0,[],50,1.3,0.5,20,20,0.1,0.06582551810415546,0.09,2.54,4.59,0,0.5,0,286200.0,0.0,10,6,0.0,0.0,0.0,67940.99238994518
688046,0.4002272555109461,264020.0,105668.0,[],50,1.3,0.5,20,20,0.1,0.07765547079262672,0.11,2.48,5.9,0,0.5,0,264020.0,0.0,10,6,0.0,0.0,0.0,31780.457167084336
6280601,0.6001681484751035,237885.0,142771.0,[],50,1.3,0.5,20,20,0.1,0.0697874769100675,0.05,2.54,4.04,0,0.5,0,237885.0,0.0,10,6,0.0,0.0,0.0,20199.32235695675
3554527,0.40021748980516536,275875.0,110410.0,[],50,1.3,0.5,20,20,0.1,0.0771925187982116,0.09,2.48,4.72,0,0.5,0,275875.0,0.0,15,6,0.0,0.0,0.0,19084.39951147967
3121070,0.6001247329934359,320685.0,192451.0,[],50,1.3,0.5,20,20,0.1,0.08479467097531578,0.1,2.58,4.32,0,0.5,0,320685.0,0.0,15,6,0.0,0.0,0.0,29861.974293237596
1112030,0.6001569858712715,254800.0,152920.0,[],50,1.3,0.5,20,20,0.1,0.08467075264726527,0.04,2.62,4.28,0,0.5,0,254800.0,0.0,15,6,0.0,0.0,0.0,66199.95436297357
2023290,0.6001581563488477,265560.0,159378.0,[],50,1.3,0.5,20,20,0.1,0.07392269495104917,0.06,2.5,4.4,0,0.5,0,265560.0,0.0,15,6,0.0,0.0,0.0,37141.57978434473
595348,0.4001797079745414,333875.0,133610.0,[],50,1.3,0.5,20,20,0.1,0.0802506465886133,0.07,2.46,4.73,0,0.5,0,333875.0,0.0,20,6,0.0,0.0,0.0,24088.348327034753
7972628,0.4001999466808851,300080.0,120092.0,[],50,1.3,0.5,20,20,0.1,0.07751854058895682,0.07,2.46,5.09,0,0.5,0,300080.0,0.0,20,6,0.0,0.0,0.0,17750.254775326175
1376148,0.8000672649167596,327065.0,261674.0,[],50,1.3,0.5,20,20,0.1,0.07672341419580272,0.09,2.58,4.41,0,0.5,0,327065.0,0.0,20,6,0.0,0.0,0.0,84228.60500568079
7512579,0.6001525414495069,275335.0,165243.0,[],50,1.3,0.5,20,20,0.1,0.07472369732320568,0.12,2.46,4.85,0,0.5,0,275335.0,0.0,20,6,0.0,0.0,0.0,32714.488657288013
7440481,0.4002474412327072,266730.0,106758.0,[],50,1.3,0.5,20,39,0.1,0.07745518060320697,0.4,2.5,5.15,0,2.5,0,266730.0,0.0,25,6,0.0,0.0,0.0,17978.827616607985
9039491,0.6001625950164627,246010.0,147646.0,[],50,1.3,0.5,20,21,0.1,0.07265310301690939,0.14,2.62,4.46,0,0.5,0,246010.0,0.0,25,6,0.0,0.0,0.0,33176.047443587995
3928712,0.5949457259158751,353760.0,210468.0,[],50,1.3,0.5,20,28,0.1,0.07397477346715059,0.19,2.5,4.56,0,0.5,0,353760.0,0.0,25,6,0.0,0.0,0.0,43855.40048060296
8910528,0.6001476668635558,270880.0,162568.0,[],50,1.3,0.5,20,21,0.1,0.07618615781319776,0.16,2.58,4.33,0,0.5,0,270880.0,0.0,25,6,0.0,0.0,0.0,21013.22893076666
