ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents
6117848,0.6004417797412432,47535.0,28542.0,[],50,1.3,0.1,10,10,0.1,0.07079780985603483,0.02,2.54,2.12,5,0.5,47535.0,0.0,10,6
9285053,0.6007362995687389,47535.0,28556.0,"[(<tree.AND object at 0x7f22a66eefb0>, 'G'), (<tree.SEQ object at 0x7f22a66ef430>, 'G')]",50,1.3,0.1,10,31,0.1,0.07443449766556093,0.35,2.54,3.59,5,3.5,47535.0,0.0,10,6
4432493,0.6004417797412432,47535.0,28542.0,"[(<tree.SEQ object at 0x7f50ed012e00>, 'J')]",50,1.3,0.1,10,10,0.1,0.07049125167175598,0.04,2.54,2.11,5,1.5,47535.0,0.0,10,6
4856719,0.6004628168717787,47535.0,28543.0,[],50,1.3,0.1,10,16,0.1,0.07812552777524079,0.13,2.54,2.32,5,1.5,47535.0,0.0,10,6
8219733,0.6004417797412432,47535.0,28542.0,[],50,1.3,0.1,10,10,0.1,0.07533192238174052,0.02,2.54,2.18,5,0.5,47535.0,0.0,10,6
7342232,0.47173661512569687,47535.0,22424.0,[],50,1.3,0.1,10,10,0.1,0.09925663280352282,0.02,2.54,2.19,5,0.5,47535.0,0.0,10,6
7531521,0.6429567951655226,47535.0,30562.95125819312,"[(<tree.AND object at 0x7f05a85a3550>, 'I'), (<tree.AND object at 0x7f05a85a3550>, 'I'), (<tree.SEQ object at 0x7f05a85a8310>, 'J')]",50,1.3,0.1,10,13,0.1,0.08655884717553156,0.11,2.54,2.36,5,1.5,47535.0,0.0,10,6
4361016,0.6004838540023141,47535.0,28544.0,[],50,1.3,0.1,10,11,0.1,0.07206681008829706,0.03,2.54,2.14,5,0.5,47535.0,0.0,10,6
1188880,0.6004207426107079,47535.0,28541.0,[],50,1.3,0.1,10,9,0.1,0.07521065247658888,0.02,2.54,1.89,5,0.5,47535.0,0.0,10,6
6951290,0.8003365940885663,47535.0,38044.0,"[(<tree.AND object at 0x7f2cc79f6020>, 'I')]",50,1.3,0.1,10,10,0.1,0.07923099494368573,0.04,2.54,2.17,5,1.5,47535.0,0.0,10,6
5929980,0.6008784996636057,47535.0,28562.7594815095,"[(<tree.AND object at 0x7f9ddae38be0>, 'J')]",50,1.3,0.1,10,12,0.1,0.07287645701579011,0.02,2.54,2.3,5,1.5,47535.0,0.0,10,6
5591585,0.6004207426107079,47535.0,28541.0,"[(<tree.AND object at 0x7f1dedb45b70>, 'G')]",50,1.3,0.1,10,10,0.1,0.08522399551566077,0.03,2.54,2.1,5,1.0,47535.0,0.0,10,6
6464695,0.5795308719890607,47535.0,27548.0,"[(<tree.SEQ object at 0x7f62c24363b0>, 'I')]",50,1.3,0.1,10,12,0.1,0.07911764754709037,0.03,2.54,2.34,5,1.5,47535.0,0.0,10,6
3840055,0.6004207426107079,47535.0,28541.0,[],50,1.3,0.1,10,13,0.1,0.069023673991417,0.05,2.54,2.13,5,0.5,47535.0,0.0,10,6
