ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs
1256425,1.0,211686.0,211686.0,[],50,1.3,0.5,5,5,0.1,0.09477649376486849,0.02,2.94,0.91,0,0.5,0,211686.0,0.0,6,4,0.0,0.0,0.0,74353.95161311566
179066,0.7970898600602272,197585.0,157493.0,[],50,1.3,0.5,5,5,0.1,0.0772032600591981,0.03,3.06,0.91,0,0.5,0,197585.0,0.0,6,4,0.0,0.0,0.0,46461.68153207068
3520249,0.7953365305109972,211645.0,168329.0,[],50,1.3,0.5,5,5,0.1,0.06953905551635561,0.01,2.98,0.87,0,0.5,0,211645.0,0.0,6,4,0.0,0.0,0.0,29817.8154984753
2166084,0.6000490918016691,203700.0,122230.0,[],50,1.3,0.5,5,5,0.1,0.07095526857013802,0.02,2.86,0.9,0,0.5,0,203700.0,0.0,6,4,0.0,0.0,0.0,36445.92770548905
7160062,0.6000433041030637,230925.0,138565.0,[],50,1.3,0.5,5,5,0.1,0.06313284174316942,0.02,2.94,0.97,0,0.5,0,230925.0,0.0,6,4,0.0,0.0,0.0,39111.10673279047
507859,0.8000235338416644,212460.0,169973.0,[],50,1.3,0.5,5,5,0.1,0.05293271718080888,0.03,2.92,0.98,0,0.5,0,212460.0,0.0,6,4,0.0,0.0,0.0,35062.25056628246
707685,1.0,213055.0,213055.0,[],50,1.3,0.5,5,5,0.1,0.04914017334274252,0.02,3.1,0.81,0,0.5,0,213055.0,0.0,6,4,0.0,0.0,0.0,85070.46998535629
1609990,1.0,262902.0,262902.0,[],50,1.3,0.5,5,5,0.1,0.08328545452662779,0.01,3.06,0.78,0,0.5,0,262902.0,0.0,6,4,0.0,0.0,0.0,60739.5196944786
5701284,1.0,221400.0,221400.0,[],50,1.3,0.5,5,5,0.1,0.06874517829490612,0.04,3.16,0.81,0,0.5,0,221400.0,0.0,6,4,0.0,0.0,0.0,21476.23282977925
5954356,0.5933583987517246,226873.0,134617.0,[],50,1.3,0.5,5,5,0.1,0.08699765754831155,0.02,2.86,0.86,0,0.5,0,226873.0,0.0,6,4,0.0,0.0,0.0,50762.90655726632
9641069,0.6000420813432364,237635.0,142591.0,[],50,1.3,0.5,5,5,0.1,0.08247645577944242,0.02,2.86,0.95,0,0.5,0,237635.0,0.0,6,4,0.0,0.0,0.0,25292.565025701268
8495611,0.40006259389083626,239640.0,95871.0,[],50,1.3,0.5,5,5,0.1,0.09401949209900679,0.02,2.78,0.95,0,0.5,0,239640.0,0.0,6,4,0.0,0.0,0.0,37760.931503346874
881266,0.7964580170848587,167985.0,133793.0,[],50,1.3,0.5,5,5,0.1,0.09213640967274467,0.03,2.82,0.9,0,0.5,0,167985.0,0.0,6,4,0.0,0.0,0.0,32804.924801690206
6494888,0.8000216980927376,230435.0,184353.0,[],50,1.3,0.5,5,5,0.1,0.08169152357886707,0.02,3.1,0.82,0,0.5,0,230435.0,0.0,6,4,0.0,0.0,0.0,39924.20441744708
3456828,0.7989097633822869,258476.0,206499.0,[],50,1.3,0.5,5,5,0.1,0.05268892419792559,0.02,2.98,0.88,0,0.5,0,258476.0,0.0,6,4,0.0,0.0,0.0,74480.44276889741
638981,0.7881792558376268,208261.0,164147.0,[],50,1.3,0.5,5,5,0.1,0.09607203219277347,0.02,2.9,0.88,0,0.5,0,208261.0,0.0,6,4,0.0,0.0,0.0,36996.311533706394
9434231,1.000004860503548,205740.0,205741.0,[],50,1.3,0.5,5,5,0.1,0.07158852856660575,0.03,3.06,0.84,0,0.5,0,205740.0,0.0,6,4,0.0,0.0,0.0,94768.07170526468
3135667,0.7949593495934959,246000.0,195560.0,[],50,1.3,0.5,5,5,0.1,0.08325912104973947,0.04,2.78,0.97,0,0.5,0,246000.0,0.0,6,4,0.0,0.0,0.0,44840.75864972302
7724164,1.0,253329.0,253329.0,[],50,1.3,0.5,5,5,0.1,0.046183225406500494,0.02,3.08,0.81,0,0.5,0,253329.0,0.0,6,4,0.0,0.0,0.0,60116.48211756175
5750384,0.799029022620572,224928.0,179724.0,[],50,1.3,0.5,5,5,0.1,0.07045899470345755,0.02,2.98,0.87,0,0.5,0,224928.0,0.0,6,4,0.0,0.0,0.0,58413.0242945816
6465038,0.4000692872650007,216490.0,86611.0,[],50,1.3,0.5,5,5,0.1,0.09789006862341543,0.02,2.76,0.92,0,0.5,0,216490.0,0.0,6,4,0.0,0.0,0.0,10044.052532816571
2188846,0.6000374749386348,266845.0,160117.0,[],50,1.3,0.5,5,5,0.1,0.07906906964327096,0.02,2.78,1.01,0,0.5,0,266845.0,0.0,6,4,0.0,0.0,0.0,68485.00861980613
1541537,0.7929500374251497,213760.0,169501.0,[],50,1.3,0.5,5,5,0.1,0.052901819996521715,0.01,2.86,0.87,0,0.5,0,213760.0,0.0,6,4,0.0,0.0,0.0,40214.31680213035
2627661,0.7977068140610398,250394.0,199741.0,[],50,1.3,0.5,5,5,0.1,0.05945061436678879,0.02,2.98,0.89,0,0.5,0,250394.0,0.0,6,4,0.0,0.0,0.0,32762.441360242898
4010956,0.7973094306121625,198248.0,158065.0,[],50,1.3,0.5,5,5,0.1,0.07564542351553817,0.02,2.94,0.9,0,0.5,0,198248.0,0.0,6,4,0.0,0.0,0.0,48039.43722520795
6241145,0.7956114896508659,217796.0,173281.0,[],50,1.3,0.5,5,5,0.1,1.0,0.04,2.96,0.91,0,0.5,0,217796.0,0.0,6,4,0.0,0.0,0.0,24355.489919861306
5553085,0.6000478434562113,209015.0,125419.0,[],50,1.3,0.5,5,5,0.1,1.0,0.01,2.8,0.98,0,0.5,0,209015.0,0.0,6,4,0.0,0.0,0.0,41885.29199820634
8675135,0.8000251401563718,198885.0,159113.0,[],50,1.3,0.5,5,5,0.1,0.09262056758300041,0.02,2.82,0.94,0,0.5,0,198885.0,0.0,6,4,0.0,0.0,0.0,49178.97858847407
5426562,0.8000264452319247,189070.0,151261.0,[],50,1.3,0.5,5,5,0.1,0.0550106283377898,0.02,3.22,0.8,0,0.5,0,189070.0,0.0,6,4,0.0,0.0,0.0,45291.17275197953
5197478,0.5819540720936749,217689.0,126685.0,[],50,1.3,0.5,5,5,0.1,0.08147184864407996,0.03,3.0,0.91,0,0.5,0,217689.0,0.0,6,4,0.0,0.0,0.0,51159.57021080118
8284943,0.7966921221864952,248800.0,198217.0,[],50,1.3,0.5,5,5,0.1,0.09522681452936893,0.03,2.9,0.9,0,0.5,0,248800.0,0.0,6,4,0.0,0.0,0.0,70153.9217946105
4815506,1.0,190055.0,190055.0,[],50,1.3,0.5,5,5,0.1,0.07883058157775034,0.01,2.82,0.85,0,0.5,0,190055.0,0.0,6,4,0.0,0.0,0.0,26905.462654120412
4356648,1.0,212961.0,212961.0,[],50,1.3,0.5,5,5,0.1,0.04995303898033281,0.02,3.16,0.83,0,0.5,0,212961.0,0.0,6,4,0.0,0.0,0.0,67799.24143078816
7322748,0.6000436891083053,228890.0,137344.0,[],50,1.3,0.5,5,5,0.1,0.06639014532655715,0.04,2.86,0.96,0,0.5,0,228890.0,0.0,6,4,0.0,0.0,0.0,47537.561379515326
7476166,0.8000247935933354,201665.0,161337.0,[],50,1.3,0.5,5,5,0.1,0.06239835792620739,0.02,2.94,0.91,0,0.5,0,201665.0,0.0,6,4,0.0,0.0,0.0,67149.78042511942
5920961,0.5946082029049822,234356.0,139350.0,[],50,1.3,0.5,5,5,0.1,0.07703190096223086,0.03,2.74,0.95,0,0.5,0,234356.0,0.0,6,4,0.0,0.0,0.0,61937.1452904225
4697172,0.4000670660824466,223660.0,89479.0,[],50,1.3,0.5,5,5,0.1,0.08332112808974435,0.02,2.72,0.95,0,0.5,0,223660.0,0.0,6,4,0.0,0.0,0.0,41250.43602362531
8583684,1.0,241298.0,241298.0,[],50,1.3,0.5,5,5,0.1,0.08994255100119712,0.03,2.98,0.9,0,0.5,0,241298.0,0.0,6,4,0.0,0.0,0.0,45472.07190308299
8334594,0.6000467890981401,213725.0,128245.0,[],50,1.3,0.5,5,5,0.1,0.09409139504855182,0.03,2.82,1.0,0,0.5,0,213725.0,0.0,6,4,0.0,0.0,0.0,48566.70667830403
7935331,0.7952719761303649,230921.0,183645.0,[],50,1.3,0.5,5,5,0.1,0.06856155630075551,0.02,3.14,0.85,0,0.5,0,230921.0,0.0,6,4,0.0,0.0,0.0,71415.4726812124
8557198,1.0,222925.0,222925.0,[],50,1.3,0.5,5,5,0.1,0.0769164045294831,0.01,2.98,0.84,0,0.5,0,222925.0,0.0,6,4,0.0,0.0,0.0,57457.40816989762
4337536,1.0,216067.0,216067.0,[],50,1.3,0.5,5,5,0.1,0.056340573838955,0.03,2.94,0.89,0,0.5,0,216067.0,0.0,6,4,0.0,0.0,0.0,37398.26888027594
