ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents
2345108,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.07178916252164917,0.04,5.9399999999999995,0.87,5,0.5,68960.0,0.0,10,1
3827739,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.06613969224825178,0.02,5.9399999999999995,0.9,5,0.5,68960.0,0.0,10,1
8971998,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.07228345462214131,0.04,5.9399999999999995,1.01,5,0.5,68960.0,0.0,10,1
3233420,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.0719161247263833,0.03,5.9399999999999995,0.88,5,0.5,68960.0,0.0,10,1
5619176,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.06833240146714864,0.02,5.9399999999999995,0.96,5,0.5,68960.0,0.0,10,1
4542358,1.0,54110.0,54110.0,"[(<tree.AND object at 0x7fceaa176140>, 'I'), (<tree.AND object at 0x7fceaa176140>, 'I'), (<tree.AND object at 0x7fceaa176140>, 'I')]",50,1.3,0.1,10,10,0.1,0.06675970534424644,0.05,5.9399999999999995,1.05,5,1.5,54110.0,0.0,10,1
5470181,1.0,68960.0,68960.0,"[(<tree.AND object at 0x7fe2fde5e470>, 'I')]",50,1.3,0.1,10,10,0.1,0.09541634950336891,0.04,5.9399999999999995,0.92,5,1.5,68960.0,0.0,10,1
4562996,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.08024510493194184,0.04,5.9399999999999995,0.89,5,0.5,68960.0,0.0,10,1
1478865,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.08162390799122576,0.03,5.9399999999999995,0.88,5,0.5,68960.0,0.0,10,1
4187727,1.0,68960.0,68960.0,"[(<tree.AND object at 0x7fb95c37f4f0>, 'J')]",50,1.3,0.1,10,10,0.1,0.08083219874456522,0.02,5.9399999999999995,0.89,5,1.5,68960.0,0.0,10,1
3851592,1.0,68960.0,68960.0,[],50,1.3,0.1,10,11,0.1,0.07648067395085434,0.05,5.9399999999999995,0.88,5,0.5,68960.0,0.0,10,1
5781894,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.08685968854651133,0.02,5.9399999999999995,0.87,5,0.5,68960.0,0.0,10,1
976839,1.0,68960.0,68960.0,[],50,1.3,0.1,10,11,0.1,0.07815023488718095,0.04,5.9399999999999995,0.91,5,0.5,68960.0,0.0,10,1
8363309,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.07673728307195005,0.03,5.9399999999999995,1.1,5,0.5,68960.0,0.0,10,1
7904442,1.0,68960.0,68960.0,[],50,1.3,0.1,10,12,0.1,0.07696007471567477,0.03,5.9399999999999995,0.88,5,0.5,68960.0,0.0,10,1
7547041,1.0,68960.0,68960.0,[],50,1.3,0.1,10,12,0.1,0.07396082111979596,0.03,5.9399999999999995,0.89,5,0.5,68960.0,0.0,10,1
4792097,1.0,68960.0,68960.0,[],50,1.3,0.1,10,14,0.1,0.0741129502790923,0.11,5.9399999999999995,1.04,5,2.5,68960.0,0.0,10,1
9281886,1.0,68960.0,68960.0,[],50,1.3,0.1,10,10,0.1,0.08510730757914609,0.02,5.9399999999999995,0.94,5,0.5,68960.0,0.0,10,1
