ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs,TransmissionRatioINEv,TransmissionRatioCentral
6432652,1.0,234230.0,234230.0,[],50,1.3,0.5,5,5,0.1,0.0592598518384107,0.02,2.86,0.91,0,0.5,0,234230.0,0.0,6,4,0.0,0.0,0.0,74334.15079620454,0.3173553805925993,0.3173553805925993
8431889,0.7936607380466602,180368.0,143151.0,[],50,1.3,0.5,5,5,0.1,0.0894294633762735,0.02,2.76,0.91,0,0.5,0,180368.0,0.0,6,4,0.0,0.0,0.0,46071.1354390244,0.3218359315619479,0.25542854297338996
477296,1.0,280180.0,280180.0,[],50,1.3,0.5,5,5,0.1,0.0941217970853859,0.04,3.42,0.72,0,0.5,0,280180.0,0.0,6,4,0.0,0.0,0.0,124341.35898416594,0.44379098787981275,0.44379098787981275
1400194,1.0,206295.0,206295.0,[],50,1.3,0.5,5,5,0.1,0.096181323475837,0.01,2.88,0.87,0,0.5,0,206295.0,0.0,6,4,0.0,0.0,0.0,18876.94244425006,0.09150460478562282,0.09150460478562282
9152459,0.5905705435887736,211465.0,124885.0,[],50,1.3,0.5,5,5,0.1,0.0784092867979891,0.02,2.86,0.9,0,0.5,0,211465.0,0.0,6,4,0.0,0.0,0.0,12503.76262356731,0.10012221342488939,0.05912923000764812
5042763,1.0,215620.0,215620.0,[],50,1.3,0.5,5,5,0.1,0.058711699503298,0.02,2.74,0.91,0,0.5,0,215620.0,0.0,6,4,0.0,0.0,0.0,65908.1842626724,0.305668232365608,0.305668232365608
6508591,0.8000215405824573,232120.0,185701.0,[],50,1.3,0.5,5,5,0.1,0.0906042724584223,0.03,3.0,0.91,0,0.5,0,232120.0,0.0,6,4,0.0,0.0,0.0,56356.34349995476,0.30347894464733505,0.24278969283109927
4080682,0.6000449519014655,222460.0,133486.0,[],50,1.3,0.5,5,5,0.1,0.0917556320409373,0.02,2.86,0.94,0,0.5,0,222460.0,0.0,6,4,0.0,0.0,0.0,52623.39238315188,0.3942240563291422,0.23655215491842074
4997216,1.0,250331.0,250331.0,[],50,1.3,0.5,5,5,0.1,0.0754433262780959,0.05,2.78,0.94,0,0.5,0,250331.0,0.0,6,4,0.0,0.0,0.0,89364.51738106139,0.3569854208270705,0.3569854208270705
4796106,0.4000876321785359,171170.0,68483.0,[],50,1.3,0.5,5,5,0.1,0.0487239477527547,0.01,2.88,0.96,0,0.5,0,171170.0,0.0,6,4,0.0,0.0,0.0,17935.562332014426,0.26189802333446877,0.10478216002812657
5855101,0.5928116193366573,230650.0,136732.0,[],50,1.3,0.5,5,5,0.1,0.0644882079278575,0.02,2.78,0.98,0,0.5,0,230650.0,0.0,6,4,0.0,0.0,0.0,15799.753147601232,0.11555271002838569,0.06850098915066652
5736551,0.6000449822320183,222310.0,133396.0,[],50,1.3,0.5,5,5,0.1,0.0734915938858909,0.03,2.86,0.94,0,0.5,0,222310.0,0.0,6,4,0.0,0.0,0.0,22601.5870454242,0.16943226967393474,0.10166698324602672
