ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,TransmissionRatioOperatorPlacement,TransmissionRatioCentral,PushPullTime,MaxPushPullLatency
352083,0.4353992624482735,55720.0,24260.446903617798,"[(<tree.AND object at 0x7fe4ae82b6d0>, 'J'), (<tree.AND object at 0x7fe4ae8307f0>, 'A'), (<tree.AND object at 0x7fe4ae830970>, 'B')]",50,1.3,0.1,10,10,0.1,0.09419279173835836,0.1,2.34,2.5,5,1.5,55720.0,0.0,10,8,,,,,
9891417,0.4005384063173008,55720.0,22318.0,[],50,1.3,0.1,10,10,0.1,0.07803257557790737,0.02,2.34,2.49,5,0.5,55720.0,0.0,10,8,9938.044700492526,0.445292799556077,0.17835686827876035,12.314607620239258,9
6889070,0.4071334448079462,54730.0,22282.413434338898,"[(<tree.AND object at 0x7fb6a37ba950>, 'F')]",50,1.3,0.1,10,10,0.1,0.07134483939347933,0.03,2.34,2.55,5,1.5,54730.0,0.0,10,8,19270.45255518786,0.8648278882345224,0.3521003573029026,3.424947738647461,9
4395225,0.40055635319454413,55720.0,22319.0,[],50,1.3,0.1,10,12,0.1,0.07701490399029712,0.04,2.34,2.5,5,0.5,55720.0,0.0,10,8,10564.057714338933,0.47332128295797,0.1895918469910074,13.39244794845581,9
7803060,0.4005743000717875,55720.0,22320.0,[],50,1.3,0.1,10,10,0.1,0.0840274835399093,0.03,2.34,2.56,5,0.5,55720.0,0.0,10,8,13100.988181807013,0.5869618361024648,0.23512182666559608,3.6571621894836426,9
2718793,0.40055635319454413,55720.0,22319.0,[],50,1.3,0.1,10,10,0.1,0.07934759407405426,0.04,2.34,2.5,5,0.5,55720.0,0.0,10,8,7824.861832374588,0.3505919544950306,0.140431834751877,12.645481586456299,9
2746411,0.5645369705671213,55720.0,31456.0,[],50,1.3,0.1,10,11,0.1,0.08208909843918005,0.04,2.34,2.54,5,0.5,55720.0,0.0,10,8,18495.78705393735,0.5879891611755261,0.33194161977633435,12.690353393554688,11
8171515,0.4005922469490309,55720.0,22321.0,[],50,1.3,0.1,10,10,0.1,0.09839918273711762,0.03,2.34,2.54,5,0.5,55720.0,0.0,10,8,12380.95168022772,0.5546772850780753,0.22219941996101436,1.7743268013000488,9
5394952,0.6004845656855707,55720.0,33459.0,[],50,1.3,0.1,10,10,0.1,0.0794080000469011,0.02,2.34,2.57,5,0.5,55720.0,0.0,10,8,14862.239445202513,0.44419257733950546,0.2667307868844672,10.421443462371826,11
729575,0.40055635319454413,55720.0,22319.0,[],50,1.3,0.1,10,10,0.1,0.06799101394168526,0.02,2.34,2.53,5,0.5,55720.0,0.0,10,8,13211.50953477791,0.5919400302333397,0.23710533982013476,4.948483228683472,9
