ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs
609450,1.0,247506.0,247506.0,[],50,1.3,0.5,5,5,0.1,0.06390696053008739,0.03,2.86,0.89,0,0.5,0,247506.0,0.0,6,6,0.0,0.0,0.0,21225.958133180364
9096864,0.795413989655675,253859.0,201923.0,[],50,1.3,0.5,5,5,0.1,1.0,0.03,2.74,1.09,0,0.5,0,253859.0,0.0,6,6,0.0,0.0,0.0,65276.13379481733
8511817,0.794892155905917,225418.0,179183.0,[],50,1.3,0.5,5,5,0.1,0.07982217062029698,0.07,2.78,0.97,0,0.5,0,225418.0,0.0,6,6,0.0,0.0,0.0,64999.28168432669
3215392,0.4000736593989393,203640.0,81471.0,[],50,1.3,0.5,5,5,0.1,0.06243390978153613,0.03,2.5,1.23,0,0.5,0,203640.0,0.0,6,6,0.0,0.0,0.0,22785.786675539905
74651,0.6000441598586884,226450.0,135880.0,[],50,1.3,0.5,5,5,0.1,0.05780228325917913,0.02,2.8,1.0,0,0.5,0,226450.0,0.0,10,6,0.0,0.0,0.0,19872.620729381484
1073009,0.4000534587832781,280590.0,112251.0,[],50,1.3,0.5,5,5,0.1,0.0682830160383418,0.03,2.52,1.16,0,0.5,0,280590.0,0.0,10,6,0.0,0.0,0.0,16555.50613896048
4115629,0.40006484944121395,231305.0,92537.0,[],50,1.3,0.5,5,5,0.1,0.08653382078518189,0.03,2.72,1.02,0,0.5,0,231305.0,0.0,10,6,0.0,0.0,0.0,35880.33387434694
2536775,0.5888905263674993,162852.0,95902.0,[],50,1.3,0.5,5,5,0.1,0.06940443070840693,0.03,2.58,0.97,0,0.5,0,162852.0,0.0,10,6,0.0,0.0,0.0,15791.313985948542
7075846,0.6000632591093117,158080.0,94858.0,[],50,1.3,0.5,5,7,0.1,0.07485945165762457,0.06,2.52,1.16,0,0.5,0,158080.0,0.0,15,6,0.0,0.0,0.0,17018.119521349257
4452426,0.6000414112970018,241480.0,144898.0,[],50,1.3,0.5,5,5,0.1,0.081351057326367,0.02,2.5,1.16,0,0.5,0,241480.0,0.0,15,6,0.0,0.0,0.0,25396.76286636982
2060648,0.40005612827181053,267245.0,106913.0,[],50,1.3,0.5,5,5,0.1,0.07902101881270121,0.03,2.54,1.15,0,0.5,0,267245.0,0.0,15,6,0.0,0.0,0.0,36536.98562944671
9588681,0.4000692297041584,216670.0,86683.0,[],50,1.3,0.5,5,5,0.1,0.07118716437001266,0.03,2.56,1.07,0,0.5,0,216670.0,0.0,15,6,0.0,0.0,0.0,18931.542902144905
6433938,0.6000446060173518,224185.0,134521.0,[],50,1.3,0.5,5,5,0.1,0.07903919442598337,0.03,2.54,1.13,0,0.5,0,224185.0,0.0,20,6,0.0,0.0,0.0,19517.91855749673
1996463,0.7953906883602582,260169.0,206936.0,[],50,1.3,0.5,5,5,0.1,0.08401038970390595,0.05,2.72,0.98,0,0.5,0,260169.0,0.0,20,6,0.0,0.0,0.0,16550.016078304066
5386211,0.5861294279087277,164694.0,96532.0,[],50,1.3,0.5,5,5,0.1,0.06878230195059518,0.06,2.52,1.13,0,0.5,0,164694.0,0.0,20,6,0.0,0.0,0.0,13273.296808799001
8870582,0.5805168847871804,287685.0,167006.0,[],50,1.3,0.5,5,5,0.1,0.08341360703799695,0.03,2.54,1.17,0,0.5,0,287685.0,0.0,20,6,0.0,0.0,0.0,31368.88235866953
6730154,0.8000352771016334,141735.0,113393.0,[],50,1.3,0.5,5,6,0.1,0.07935031970344536,0.07,2.76,1.06,0,0.5,0,141735.0,0.0,25,6,0.0,0.0,0.0,11119.250023475111
240209,0.6000730193501278,136950.0,82180.0,[],50,1.3,0.5,5,5,0.1,0.08208306832805311,0.03,2.42,1.18,0,0.5,0,136950.0,0.0,25,6,0.0,0.0,0.0,19708.168915293463
198134,0.5414035712695373,224570.0,121583.0,[],50,1.3,0.5,5,5,0.1,0.0763368975800775,0.04,2.7,1.11,0,0.5,0,224570.0,0.0,25,6,0.0,0.0,0.0,16993.52464693068
5798562,0.6000528234113359,189310.0,113596.0,[],50,1.3,0.5,5,5,0.1,0.07243927636020589,0.03,2.66,1.06,0,0.5,0,189310.0,0.0,25,6,0.0,0.0,0.0,8099.786699684037
