ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,HopCount,Depth,ProcessingLatencyRatio,CentralTransmission,LowerBound,EventTypes,MaximumParents,greedy_costs,sampling_costs,factorial_costs,exact_costs
8235440,0.7854585726427487,271789.0,213479.0,[],50,1.3,0.5,5,5,0.1,0.07414592428361566,0.03,2.92,0.87,0,0.5,0,271789.0,0.0,6,4,0.0,0.0,0.0,36041.139445724366
883593,0.8000296259721023,202525.0,162026.0,[],50,1.3,0.5,5,5,0.1,0.06836145831379167,0.01,2.9,1.05,0,0.5,0,202525.0,0.0,6,4,0.0,0.0,0.0,78117.62273663146
4885448,0.6000432273542697,231335.0,138811.0,[],50,1.3,0.5,5,5,0.1,0.06603398491275839,0.04,2.86,0.99,0,0.5,0,231335.0,0.0,6,4,0.0,0.0,0.0,49351.677982448855
5344413,1.0,220189.0,220189.0,[],50,1.3,0.5,5,5,0.1,0.06716208128587123,0.03,3.32,0.79,0,0.5,0,220189.0,0.0,6,4,0.0,0.0,0.0,52662.95339529708
7042255,0.6000498132004981,200750.0,120460.0,[],50,1.3,0.5,5,5,0.1,0.05902442903782119,0.02,2.76,0.93,0,0.5,0,200750.0,0.0,6,4,0.0,0.0,0.0,30732.336538270552
82017,0.6000352416697503,283755.0,170263.0,[],50,1.3,0.5,5,5,0.1,0.07118870153437196,0.03,2.76,0.96,0,0.5,0,283755.0,0.0,6,4,0.0,0.0,0.0,19407.582372403464
7666860,0.6000502260170768,199100.0,119470.0,[],50,1.3,0.5,5,5,0.1,0.09331805893880828,0.02,2.8,0.95,0,0.5,0,199100.0,0.0,6,4,0.0,0.0,0.0,14621.50256195485
770629,0.6000415584415585,240625.0,144385.0,[],50,1.3,0.5,5,5,0.1,0.054612999919724736,0.03,2.82,0.93,0,0.5,0,240625.0,0.0,6,4,0.0,0.0,0.0,51456.96080890125
4080395,0.7939020203468791,230109.0,182684.0,[],50,1.3,0.5,5,5,0.1,0.07102405989809843,0.03,2.9,0.88,0,0.5,0,230109.0,0.0,6,4,0.0,0.0,0.0,16560.56886630183
3924523,0.6000604083605171,165540.0,99334.0,[],50,1.3,0.5,5,5,0.1,0.09267445725640759,0.02,2.94,0.94,0,0.5,0,165540.0,0.0,6,4,0.0,0.0,0.0,52249.71506019104
4616524,1.0,188024.0,188024.0,[],50,1.3,0.5,5,5,0.1,0.09173982297461744,0.02,2.94,0.89,0,0.5,0,188024.0,0.0,6,4,0.0,0.0,0.0,9960.221530680014
7617363,0.7962547524027677,211735.0,168595.0,[],50,1.3,0.5,5,5,0.1,0.06469631823141368,0.01,2.84,0.97,0,0.5,0,211735.0,0.0,6,4,0.0,0.0,0.0,64083.70425346318
