ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,TransmissionRatioOperatorPlacement,TransmissionRatioCentral,PushPullTime,MaxPushPullLatency
3622821,0.7908617038605636,61390.0,48551.0,[],50,1.3,0.1,10,11,0.1,0.07444741800493637,0.02,3.02,1.74,5,0.5,61390.0,0.0,10,4,22054.893581693752,0.45426239586607386,0.359258732394425,13.89421010017395,13
7623734,1.0000814464896564,61390.0,61395.0,[],50,1.3,0.1,10,12,0.1,0.08969369250580321,0.04,3.02,1.9,5,1.5,61390.0,0.0,10,4,34530.04205649071,0.5624243351492908,0.5624701426370861,11.201828956604004,15
9835902,0.7907802573709073,61390.0,48546.0,[],50,1.3,0.1,10,10,0.1,0.08102995893711515,0.02,3.02,1.71,5,0.5,61390.0,0.0,10,4,13235.524533466503,0.27263882778120757,0.2155974024021258,3.678624391555786,13
7102766,0.7907965466688386,61390.0,48547.0,"[(<tree.AND object at 0x7ff241072710>, 'J')]",50,1.3,0.1,10,10,0.1,0.08485714257108529,0.03,3.02,1.74,5,1.5,61390.0,0.0,10,4,25797.61950348174,0.5313947206517754,0.4202251100094761,8.164355278015137,13
5107328,0.7908128359667699,61390.0,48548.0,[],50,1.3,0.1,10,13,0.1,0.05333015237314043,0.07,3.02,1.75,5,0.5,61390.0,0.0,10,4,14512.139494788442,0.29892352918325044,0.23639256385060176,14.43954086303711,13
5871083,0.7920703550124962,61390.0,48625.19909421715,"[(<tree.AND object at 0x7fb4e2062f80>, 'D')]",50,1.3,0.1,10,10,0.1,0.09368190855703236,0.02,3.02,1.76,5,1.5,61390.0,0.0,10,4,20825.727255669764,0.42829083774685267,0.3392364759027491,2.368215799331665,13
7438626,0.7607753705815279,61390.0,46704.0,[],50,1.3,0.1,10,10,0.1,0.06804689177580536,0.03,3.02,1.74,5,0.5,61390.0,0.0,10,4,27769.859236037046,0.5945927380103855,0.4523515106049364,7.159911870956421,13
3326030,0.7907802573709073,61390.0,48546.0,"[(<tree.AND object at 0x7fef6587e200>, 'G')]",50,1.3,0.1,10,11,0.1,0.07588001942480065,0.04,3.02,1.72,5,1.5,61390.0,0.0,10,4,23465.904750433896,0.4833746292265871,0.38224311370636743,13.908554077148438,13
7100241,0.7907802573709073,61390.0,48546.0,[],50,1.3,0.1,10,10,0.1,0.06463599901459588,0.05,3.02,1.78,5,0.5,61390.0,0.0,10,4,18643.467721470464,0.38403715489371865,0.3036890001868458,15.126682758331299,13
7190227,0.7477928001303144,61390.0,45907.0,[],50,1.3,0.1,10,13,0.1,0.05814764123036239,0.04,3.02,1.92,5,0.5,61390.0,0.0,10,4,14679.180228051902,0.31975908310392537,0.23911354012138625,14.377015352249146,13
7533866,0.7930875320002143,61390.0,48687.64358949316,"[(<tree.SEQ object at 0x7f370b94c700>, 'I')]",50,1.3,0.1,10,14,0.1,0.08390890044023282,0.05,3.02,1.89,5,1.5,61390.0,0.0,10,4,18023.623529040684,0.37018886518735117,0.2935921734653964,12.840269565582275,13
4500612,0.7907965466688386,61390.0,48547.0,"[(<tree.SEQ object at 0x7f110fdc2620>, 'H')]",50,1.3,0.1,10,11,0.1,0.08457432776718278,0.06,3.02,1.89,5,1.5,61390.0,0.0,10,4,16431.905401123906,0.3384741673249409,0.2676642026571739,11.466437816619873,13
1996296,0.7907802573709073,61390.0,48546.0,[],50,1.3,0.1,10,10,0.1,0.07559291235489649,0.04,3.02,1.76,5,0.5,61390.0,0.0,10,4,10543.45588542246,0.21718485324068842,0.17174549414273432,13.565999746322632,13
1075284,0.7907639680729761,61390.0,48545.0,[],50,1.3,0.1,10,9,0.1,0.07046998246334824,0.03,3.02,1.37,5,0.5,61390.0,0.0,10,4,13026.336985335838,0.2683352968449034,0.21218988410711578,13.276024580001831,13
876306,0.7907802573709073,61390.0,48546.0,[],50,1.3,0.1,10,10,0.1,0.07776103570331465,0.03,3.02,1.72,5,0.5,61390.0,0.0,10,4,22267.184760811226,0.4586821728012859,0.3627168066592478,2.8822669982910156,13
605595,0.7907965466688386,61390.0,48547.0,[],50,1.3,0.1,10,13,0.1,0.07253584340679625,0.04,3.02,1.91,5,1.5,61390.0,0.0,10,4,14676.712387593312,0.3023196569838159,0.23907334073290948,14.345535516738892,13
8452593,0.766688385730575,61390.0,47067.0,[],50,1.3,0.1,10,10,0.1,0.07016784267997876,0.02,3.02,1.76,5,0.5,61390.0,0.0,10,4,37396.807574075014,0.7945441089101709,0.6091677402520771,4.168752908706665,13
2283944,0.7907965466688386,61390.0,48547.0,[],50,1.3,0.1,10,11,0.1,0.07520741766853056,0.03,3.02,1.74,5,0.5,61390.0,0.0,10,4,11824.581772195204,0.24356977304869928,0.19261413539982414,12.415990114212036,13
3986830,0.7925025813103803,61390.0,48651.73346664425,[],50,1.3,0.1,10,16,0.1,0.057903196645842925,0.1,3.02,2.08,5,1.5,61390.0,0.0,10,4,16115.149612479452,0.3312348494946853,0.26250447324449344,8.937335729598999,13
8829536,0.79056525006262,59885.0,47343.0,[],50,1.3,0.1,10,10,0.1,0.08628867444512052,0.02,3.02,1.8,5,0.5,59885.0,0.0,10,4,22248.062941876127,0.4699335264321257,0.37151311583662233,1.736884593963623,13
3583667,0.7907802573709073,61390.0,48546.0,[],50,1.3,0.1,10,10,0.1,0.08541849357483935,0.02,3.02,1.74,5,0.5,61390.0,0.0,10,4,29396.289322820172,0.6055347365966336,0.4788449148529104,9.017624616622925,13
2502767,0.579925518708991,56390.0,32702.0,[],50,1.3,0.1,10,10,0.1,0.07129242524970103,0.05,3.02,1.74,5,0.5,56390.0,0.0,10,4,13742.88109483491,0.42024589000167906,0.2437113157445453,5.553048372268677,11
6025121,0.7478416680241081,61390.0,45910.0,[],50,1.3,0.1,10,10,0.1,0.09450580790176502,0.03,3.02,1.77,5,0.5,61390.0,0.0,10,4,28102.15346852225,0.6121139940867404,0.457764350358727,10.371492147445679,13
