ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,TransmissionRatioOperatorPlacement,TransmissionRatioCentral,PushPullTime,MaxPushPullLatency
1224701,0.6668183656957929,59328.0,39561.0,[],15,1.3,0.5,10,9,0.1,0.08453088654895763,0.05,1.7333333333333334,0.09,3,0.5,59328.0,0.0,5,5,12596.474878673533,0.31840638200939136,0.21231922327861266,0.06493544578552246,7
8326109,0.6668399268457021,51945.0,34639.0,[],15,1.3,0.5,10,9,0.1,0.05956066863085152,0.02,1.7333333333333334,0.13,3,0.5,51945.0,0.0,5,5,9694.933701803786,0.27988491878529365,0.1866384387680005,0.08043813705444336,7
8951676,0.6669204608903101,39402.0,26278.0,[],15,1.3,0.5,10,10,0.1,0.0754775073976833,0.02,1.7333333333333334,0.1,3,0.5,39402.0,0.0,5,5,10827.1260714034,0.4120224549586498,0.2747862055581798,0.05343341827392578,7
8794242,0.6668358027197078,59124.0,39426.0,[],15,1.3,0.5,10,10,0.1,0.07699699989406517,0.02,1.7333333333333334,0.1,3,0.5,59124.0,0.0,5,5,18803.429509899885,0.4769296786359226,0.3180337850940377,0.02651190757751465,7
3847495,0.666799765745621,75132.0,50098.0,[],15,1.3,0.5,10,10,0.1,0.03757996477734363,0.05,1.7333333333333334,0.11,3,0.5,75132.0,0.0,5,5,19921.090446798662,0.39764242977361697,0.26514787902356735,0.0940093994140625,7
3677514,0.66676998579362,77430.0,51628.0,[],15,1.3,0.5,10,8,0.1,0.09689884057683884,0.03,1.7333333333333334,0.09,3,0.5,77430.0,0.0,5,5,15509.338914492217,0.3004055728382315,0.20030141953367192,0.01781749725341797,7
9320176,0.33365163572060125,56550.0,18868.0,[],15,1.3,0.5,10,9,0.1,0.06395375553602183,0.02,1.8666666666666667,0.1,3,0.5,56550.0,0.0,5,5,6812.88633568631,0.3610815314652486,0.12047544360187994,0.04986119270324707,5
2550062,0.6667729253001806,75288.0,50200.0,[],15,1.3,0.5,10,8,0.1,0.5349673430485827,0.03,1.7333333333333334,0.11,3,0.5,75288.0,0.0,5,5,16732.581716423683,0.33331836088493394,0.2222476585435087,0.02654123306274414,7
2900685,0.6668197544472,65322.0,43558.0,[],15,1.3,0.5,10,10,0.1,0.0752227753761473,0.02,1.8666666666666667,0.1,3,0.5,65322.0,0.0,5,5,28798.52012080403,0.6611534074292674,0.4408701527939137,0.05343031883239746,7
4876748,0.6667860874757426,66990.0,44668.0,[],15,1.3,0.5,10,8,0.1,0.08158731164109254,0.05,1.7333333333333334,0.1,3,0.5,66990.0,0.0,5,5,7842.579265680784,0.17557489177220348,0.11707089514376451,0.05923795700073242,7
