ID,TransmissionRatio,Transmission,INEvTransmission,FilterUsed,Nodes,EventSkew,EventNodeRatio,WorkloadSize,NumberProjections,MinimalSelectivity,MedianSelectivity,CombigenComputationTime,Efficiency,PlacementComputationTime,centralHopLatency,Depth,CentralTransmission,LowerBound,EventTypes,MaximumParents,exact_costs,TransmissionRatioOperatorPlacement,TransmissionRatioCentral,PushPullTime,MaxPushPullLatency
3905751,0.4005864547862278,52860.0,21175.0,[],50,1.3,0.1,10,10,0.1,0.09237606686629347,0.02,2.66,1.94,5,0.5,52860.0,0.0,10,6,8717.345824529828,0.41168103067437206,0.16491384458058697,2.645935297012329,9
7485694,0.8002270147559591,52860.0,42300.0,[],50,1.3,0.1,10,11,0.1,0.06514350241723219,0.04,2.66,1.95,5,0.5,52860.0,0.0,10,6,16290.296325797375,0.3851133883167228,0.30817813707524355,13.578347206115723,13
5896867,0.8004161937192584,52860.0,42310.0,[],50,1.3,0.1,10,10,0.1,0.08753341933637573,0.02,2.66,2.05,5,0.5,52860.0,0.0,10,6,21194.500696132374,0.5009336018939347,0.40095536693402145,11.171998262405396,13
4212078,0.760501835495283,52860.0,40200.127024280664,"[(<tree.AND object at 0x7f3f77df24a0>, 'I'), (<tree.AND object at 0x7f3f77df1060>, 'J'), (<tree.AND object at 0x7f3f77df1600>, 'I')]",50,1.3,0.1,10,19,0.1,0.0760294146122276,0.14,2.66,2.48,5,3.5,52860.0,0.0,10,6,,,,,
9132480,0.8254736958415788,42860.0,35379.80260377007,"[(<tree.AND object at 0x7fc8ca55a050>, 'E')]",50,1.3,0.1,10,9,0.1,0.08449796995425547,0.02,2.66,1.72,5,1.5,42860.0,0.0,10,6,14200.746853916107,0.40138004762081053,0.3313286713466194,1.9656705856323242,13
600559,0.8002270147559591,52860.0,42300.0,[],50,1.3,0.1,10,10,0.1,0.08266656357814789,0.03,2.66,1.91,5,0.5,52860.0,0.0,10,6,28112.12321590254,0.6645892013215731,0.5318222326126095,11.856249570846558,13
4907101,0.7735906167234203,52860.0,40892.0,[],50,1.3,0.1,10,11,0.1,0.08077060030430865,0.04,2.66,1.91,5,0.5,52860.0,0.0,10,6,20443.503637491765,0.49993895230098223,0.3867480824345775,4.768973350524902,13
9600069,0.6004540295119183,52860.0,31740.0,"[(<tree.AND object at 0x7ff347a5ded0>, 'H')]",50,1.3,0.1,10,10,0.1,0.06338257567036273,0.07,2.66,1.9,5,1.5,52860.0,0.0,10,6,14534.155895671443,0.45791291416734226,0.27495565447732584,14.77557635307312,11
3193564,0.7547862277714719,52860.0,39898.0,[],50,1.3,0.1,10,10,0.1,0.06208299884365916,0.02,2.66,1.95,5,0.5,52860.0,0.0,10,6,14496.711861723103,0.36334432457073296,0.27424729212491683,6.599216938018799,13
4346377,0.800245932652289,52860.0,42301.0,[],50,1.3,0.1,10,13,0.1,0.052445337823758646,0.04,2.66,2.09,5,1.5,52860.0,0.0,10,6,11975.89897164336,0.2831114860557282,0.22655881520324178,14.489773750305176,13
6095486,0.4005675368898978,52860.0,21174.0,[],50,1.3,0.1,10,10,0.1,0.06235192046354747,0.02,2.66,1.94,5,0.5,52860.0,0.0,10,6,9510.81171379227,0.4491740679036682,0.1799245500149881,0.7554123401641846,9
